charge,line,phase,repl,compound,is_standard,was_imputed,peak_area,n_peak_area
negative,am5,e,r2,Propionyl CoA,FALSE,FALSE,93338.82822687666,7.267009568580141e-5
negative,am5,e,r2,Butyryl CoA,FALSE,FALSE,63980.874020281146,4.981309842259437e-5
negative,am5,e,r2,Itaconic acid,FALSE,FALSE,993942.5538480029,7.738462316963799e-4
negative,am5,e,r2,NegIS_Alanine-2H4-15N,TRUE,FALSE,78461711.88618426,0.06108733330765094
negative,am5,e,r2,NegIS_Glucose-2H7-13C6,TRUE,FALSE,10829734.820261413,0.008431623586781201
negative,am5,e,r2,NegIS_Glutamine-2H5-15N2,TRUE,FALSE,16973855.724388007,0.013215204680414918
negative,am5,e,r2,NegIS_Glycine-13C2_15N1,TRUE,FALSE,2188377.37363324,0.00170378818932696
negative,am5,e,r2,NegIS_Inosine-15N4,TRUE,FALSE,1230661.0428101695,9.581463302755647e-4
negative,am5,e,r2,NegIS_Lysine-2H8,TRUE,FALSE,168980.61711556604,1.315619431710201e-4
negative,am5,e,r2,NegIS_Malate-2H3,TRUE,FALSE,13765206.027483221,0.010717070892732045
negative,am5,e,r2,NegIS_Serine-13C3-15N1,TRUE,FALSE,607922.6092232575,4.733056437609671e-4
negative,am5,e,r2,NegIS_Thymine-2H4,TRUE,FALSE,2321152.419390109,0.001807161838462401
negative,am6,e,r1,GTP,FALSE,FALSE,2097.9105029699995,3.6527236742116234e-6
negative,am6,e,r1,CTP,FALSE,FALSE,6368.851571504135,1.1088964414754031e-5
negative,am6,e,r1,UTP,FALSE,FALSE,14395.050514413811,2.5063577178832334e-5
negative,am6,e,r1,Fructose-1 6-bisphosphate,FALSE,FALSE,100540.93126251904,1.7505429298817832e-4
negative,am6,e,r1,Thiamine pyrophosphate,FALSE,FALSE,13148.24671996339,2.2892736368112076e-5
negative,am6,e,r1,ATP,FALSE,FALSE,59096.78828178551,1.028948743624441e-4
negative,am6,e,r1,Glutathione disulfide,FALSE,FALSE,182316.31655303904,3.174354314569488e-4
negative,am6,e,r1,Lysine,FALSE,FALSE,19709.390914075015,3.43165062066343e-5
negative,am6,e,r1,"NADP+",FALSE,FALSE,76779.82157828417,1.3368323938685845e-4
negative,am6,e,r1,Pyridoxamine 5-phosphate,FALSE,FALSE,1552.6766789045505,2.7034036272766752e-6
negative,am6,e,r1,Arginine,FALSE,FALSE,14216.48231300709,2.4752667683019085e-5
negative,am6,e,r1,Ornithine,FALSE,FALSE,5469.043683177669,9.522286726988314e-6
negative,am6,e,r1,"NADPH",FALSE,FALSE,11168.722957039792,1.9446138764325303e-5
negative,am6,e,r1,Glucose-6-phosphate,FALSE,FALSE,233807.71557038982,4.0708837515625584e-4
negative,am6,e,r1,ADP,FALSE,FALSE,373414.1357660751,6.501605535922716e-4
negative,am6,e,r1,Isocitrate,FALSE,FALSE,377492504.5319104,0.6572615019511469
negative,am6,e,r1,GMP,FALSE,FALSE,73321.11670990246,1.2766120310982784e-4
negative,am6,e,r1,CMP,FALSE,FALSE,55684.13014444877,9.695301118353654e-5
negative,am6,e,r1,Aconitate,FALSE,FALSE,5584012.297089687,0.009722461413769855
negative,am6,e,r1,UDP-D-Glucose,FALSE,FALSE,893429.675008224,0.001555572423383022
negative,am6,e,r1,UMP,FALSE,FALSE,202562.63462502303,3.5268679476937705e-4
negative,am6,e,r1,"NAD+",FALSE,FALSE,395039.46927762125,6.878129546687327e-4
negative,am6,e,r1,ADP-D-Glucose,FALSE,TRUE,73.57486573485426,1.281030117901492e-7
negative,am6,e,r1,Dihydroxyacetone phosphate,FALSE,FALSE,16419.616169734505,2.8588598331410745e-5
negative,am6,e,r1,UDP-N-acetyl-glucosamine,FALSE,FALSE,512892.0957142672,8.930090667258119e-4
negative,am6,e,r1,5-Aminoimidazole-4-carboxamide ribonucleotide,FALSE,FALSE,10806.629350229501,1.881568866266263e-5
negative,am6,e,r1,Glycerol-3-phosphate,FALSE,FALSE,86575.62511689283,1.507389543197626e-4
negative,am6,e,r1,AMP,FALSE,FALSE,342356.82566939795,5.960859056571655e-4
negative,am6,e,r1,Deoxyribose phosphate,FALSE,FALSE,6941.517490660251,1.2086047158443226e-5
negative,am6,e,r1,N-carbomoyl-L-aspartate,FALSE,FALSE,2986864.4591668784,0.005200503313279886
negative,am6,e,r1,Tartaric acid,FALSE,FALSE,73180.20483682984,1.2741585797521835e-4
negative,am6,e,r1,Malate,FALSE,FALSE,5135356.864946615,0.008941296384931597
negative,am6,e,r1,Aminoadipic acid,FALSE,FALSE,16402.659517549397,2.8559074686439127e-5
negative,am6,e,r1,Galacturonic acid,FALSE,FALSE,24706.09344344491,4.3016388111121586e-5
negative,am6,e,r1,"NADH",FALSE,FALSE,2907.433638772801,5.062204354527951e-6
negative,am6,e,r1,Glutathione,FALSE,FALSE,107818.89385349907,1.8772613300159356e-4
negative,am6,e,r1,Aspartate,FALSE,FALSE,157273.141611464,2.7383214244294525e-4
negative,am6,e,r1,Glutamate,FALSE,FALSE,6790791.274776035,0.01182361402971577
negative,am6,e,r1,Malonic acid,FALSE,FALSE,3115064.2859765785,0.005423715190886048
negative,am6,e,r1,2-Hydroxyglutarate,FALSE,FALSE,7236073.379841184,0.012598905675651877
negative,am6,e,r1,N-Acetylaspartate,FALSE,FALSE,301401.16825008387,5.247770012798615e-4
negative,am6,e,r1,FAD,FALSE,FALSE,3038.2971253652613,5.290053995820772e-6
negative,am6,e,r1,Glucuronic acid,FALSE,FALSE,7309.187951966985,1.2726207258896577e-5
negative,am6,e,r1,Succinate,FALSE,FALSE,5469651.6105597075,0.009523345204333955
negative,am6,e,r1,N-acetyl-glutamate,FALSE,FALSE,349352.1187750379,6.082655828640084e-4
negative,am6,e,r1,Inositol,FALSE,FALSE,15370.874446462212,2.6762608273537922e-5
negative,am6,e,r1,Glycerophosphocholine (+HAc),FALSE,FALSE,29439.930182495522,5.125858791044744e-5
negative,am6,e,r1,Acetyllysine,FALSE,FALSE,6053.07265271169,1.0539153957702993e-5
negative,am6,e,r1,N-acetyl-L-ornithine,FALSE,FALSE,7995.065692132188,1.3920405893952476e-5
negative,am6,e,r1,Fumarate,FALSE,FALSE,567342.1583941292,9.878134126364072e-4
negative,am6,e,r1,a-ketoglutarate,FALSE,FALSE,134078.4510994561,2.334472952203016e-4
negative,am6,e,r1,Asparagine,FALSE,FALSE,25680.761811048087,4.471340722409575e-5
negative,am6,e,r1,Serine,FALSE,FALSE,50495.017761295945,8.791811974119265e-5
negative,am6,e,r1,S-adenosyl-L-homocysteine,FALSE,FALSE,1289.2331063626204,2.2447155312494656e-6
negative,am6,e,r1,Glutamine,FALSE,FALSE,470766.228326446,8.196626809355911e-4
negative,am6,e,r1,Histidine,FALSE,FALSE,7136.531551272736,1.2425590944984606e-5
negative,am6,e,r1,Methionine sulfoxide,FALSE,FALSE,4130.171547603369,7.191143458754981e-6
negative,am6,e,r1,Glycine,FALSE,FALSE,24994.900818193688,4.3519237748195386e-5
negative,am6,e,r1,Threonine,FALSE,FALSE,44403.00761097379,7.73111707468878e-5
negative,am6,e,r1,Alanine,FALSE,FALSE,133070.84914516492,2.3169293462798322e-4
negative,am6,e,r1,Threonic acid,FALSE,FALSE,174518.29971978115,3.038581121869336e-4
negative,am6,e,r1,Glucose,FALSE,FALSE,1053315.3133679598,0.0018339532482924996
negative,am6,e,r1,Thiamine,FALSE,FALSE,12727409.408424903,0.022160006154562928
negative,am6,e,r1,Proline,FALSE,FALSE,27279.778298936715,4.7497494234717404e-5
negative,am6,e,r1,Sorbitol,FALSE,FALSE,931609.457288756,0.0016220481831520455
negative,am6,e,r1,Pipecolic acid,FALSE,FALSE,2631.454704096941,4.581690630588302e-6
negative,am6,e,r1,Pyridoxamine,FALSE,FALSE,5815.126860863001,1.0124860675966574e-5
negative,am6,e,r1,Valine,FALSE,FALSE,119906.39940200206,2.0877198677689764e-4
negative,am6,e,r1,Tyrosine,FALSE,FALSE,29804.80384289858,5.1893878431927586e-5
negative,am6,e,r1,Glycerate,FALSE,FALSE,109706.39951723097,1.9101251562533345e-4
negative,am6,e,r1,Acetyl glycine,FALSE,FALSE,14298.58600420491,2.4895620442993292e-5
negative,am6,e,r1,Methionine,FALSE,FALSE,16645.4452822193,2.898179496412297e-5
negative,am6,e,r1,Pantothenate,FALSE,FALSE,10019.522489932699,1.744523751201999e-5
negative,am6,e,r1,Isoleucine,FALSE,FALSE,87986.2846002121,1.5319508830816518e-4
negative,am6,e,r1,D-Xylose,FALSE,FALSE,15703.7439959262,2.7342175648804858e-5
negative,am6,e,r1,Xanthine,FALSE,FALSE,10218.974587907209,1.779250847477616e-5
negative,am6,e,r1,Lactate,FALSE,FALSE,14614580.963306725,0.02544580705315072
negative,am6,e,r1,N-Acetyl-L-alanine,FALSE,FALSE,25634.22103433449,4.463237393088458e-5
negative,am6,e,r1,Leucine,FALSE,FALSE,119866.26447166993,2.0870210686067648e-4
negative,am6,e,r1,Pterin,FALSE,FALSE,3220.3320201076117,5.60699943682823e-6
negative,am6,e,r1,Phenylalanine,FALSE,FALSE,54122.28431288124,9.423364291860868e-5
negative,am6,e,r1,Guanine,FALSE,FALSE,2578.24849768483,4.489051993477057e-6
negative,am6,e,r1,Tryptophan,FALSE,FALSE,18758.202276213593,3.266036822970974e-5
negative,am6,e,r1,Acetylcholine,FALSE,FALSE,1445.14219625672,2.516172689633838e-6
negative,am6,e,r1,2-Hydroxybutyric acid,FALSE,FALSE,879906.0121957092,0.0015320260408050257
negative,am6,e,r1,Nicotinate,FALSE,FALSE,16799.487046959188,2.9250000876666025e-5
negative,am6,e,r1,5-Methylcytosine,FALSE,FALSE,2857.6438837639184,4.975514185144333e-6
negative,am6,e,r1,Creatinine,FALSE,FALSE,36899.0400607455,6.424582792962718e-5
negative,am6,e,r1,Hypoxanthine,FALSE,TRUE,674.7378916435086,1.174802770282487e-6
negative,am6,e,r1,Acetyl-Methionine,FALSE,TRUE,1079.1304703745282,1.878900654303332e-6
negative,am6,e,r1,Uridine,FALSE,FALSE,4046.8369290617684,7.046047500849549e-6
negative,am6,e,r1,Hydroxyphenyllactic acid,FALSE,FALSE,5167.650704362563,8.997523984535501e-6
negative,am6,e,r1,2-Hydroxy-3-methylbutyric acid,FALSE,FALSE,760805.8869512145,0.0013246578778322719
negative,am6,e,r1,Pyruvate,FALSE,FALSE,607750.2289922097,0.0010581689001054233
negative,am6,e,r1,Adenine,FALSE,FALSE,35820.07781513432,6.236722017560477e-5
negative,am6,e,r1,Acetyl leucine,FALSE,FALSE,25207.440939558495,4.388929659099634e-5
negative,am6,e,r1,Phenylethanolamine,FALSE,FALSE,533904.8460913642,9.295948842113821e-4
negative,am6,e,r1,1-Methyladenosine,FALSE,FALSE,23643.72778283669,4.116667708022705e-5
negative,am6,e,r1,3 4-Dimethoxyphenylacetic acid,FALSE,FALSE,175235.02600644095,3.0510602198647257e-4
negative,am6,e,r1,Hydroxy-methoxycinnamic acid,FALSE,FALSE,123747.95616893111,2.1546061592886783e-4
negative,am6,e,r1,4-Hydroxy-3-methylbenzoic acid,FALSE,FALSE,234758.12545830008,4.087431572324502e-4
negative,am6,e,r1,Phenylacetylglycine,FALSE,FALSE,10714.988065531008,1.8656129763615477e-5
negative,am6,e,r1,Leucic acid,FALSE,FALSE,537194.3277577659,9.353222818013844e-4
negative,am6,e,r1,Phenylpropanolamine,FALSE,FALSE,19268.166263733987,3.354827909510367e-5
negative,am6,e,r1,Acetyl-Phenylalanine,FALSE,FALSE,5230.3610096537695,9.106710442408677e-6
negative,am6,e,r1,2-hydroxy pyridine,FALSE,FALSE,18063.096767797488,3.1450102899958105e-5
negative,am6,e,r1,Phenyllactic acid,FALSE,FALSE,65319.52794021354,1.1372943972479725e-4
negative,am6,e,r1,Hydroxyoctanoic acid,FALSE,FALSE,266200.46460392687,4.634881887327116e-4
negative,am6,e,r1,Cresol,FALSE,FALSE,19533.18408349109,3.400970815175041e-5
negative,am6,e,r1,Hydroxyphenyl pyruvate,FALSE,FALSE,43560.77697717829,7.584474223582605e-5
negative,am6,e,r1,3-Phenylbutyric acid,FALSE,FALSE,62860.16022824375,1.0944737399683316e-4
negative,am6,e,r1,Pyridoxic acid,FALSE,FALSE,16132.081590606591,2.808796479015714e-5
negative,am6,e,r1,2 3-dihydroxybenzoic acid,FALSE,FALSE,312597.633127464,5.442714421853179e-4
negative,am6,e,r1,5- Methylthioadenosine,FALSE,FALSE,12897.346883210794,2.2455888479575076e-5
negative,am6,e,r1,Methylphenyllactate,FALSE,FALSE,89236.14477888352,1.553712506647692e-4
negative,am6,e,r1,Phenyl-pyruvate,FALSE,FALSE,110726.35261323804,1.9278838109485475e-4
negative,am6,e,r1,Undecanoic acid,FALSE,FALSE,123794.9072547591,2.1554236362138907e-4
negative,am6,e,r1,6-Phosphogluconate,FALSE,FALSE,44889.28252736728,7.815783598678776e-5
negative,am6,e,r1,CDP,FALSE,FALSE,35819.85172643851,6.236682652700513e-5
negative,am6,e,r1,Carbamoyl phosphate,FALSE,FALSE,1411191.72960372,0.0024570606955242784
negative,am6,e,r1,Citrulline,FALSE,FALSE,39550.91811036333,6.886307815038157e-5
negative,am6,e,r1,Cytosine,FALSE,FALSE,37967.878556978,6.610680897413317e-5
negative,am6,e,r1,N-acetyl-glutamine,FALSE,TRUE,1037.1120784198233,1.8057413966381594e-6
negative,am6,e,r1,Orotate,FALSE,FALSE,32171.232353582993,5.601412542629135e-5
negative,am6,e,r1,Phosphoenolpyruvate,FALSE,FALSE,555020.7431556804,9.663602929358488e-4
negative,am6,e,r1,Thymine,FALSE,FALSE,17616.261768338412,3.067210747132573e-5
negative,am6,e,r1,UDP,FALSE,FALSE,79748.73459500443,1.388524870013284e-4
negative,am6,e,r1,Xylose-5-phosphate,FALSE,FALSE,32759.439777161722,5.703826786631029e-5
negative,am6,e,r1,Ribulose-5-phosphate,FALSE,FALSE,125481.66290393008,2.1847921544782044e-4
negative,am6,e,r1,Succinyl-CoA,FALSE,FALSE,1987.1940312701406,3.4599524970185427e-6
negative,am6,e,r1,Coenzyme A,FALSE,FALSE,33717.15986623509,5.8705777913890417e-5
negative,am6,e,r1,Acetyl CoA,FALSE,FALSE,188426.99158124786,3.28074878330089e-4
negative,am6,e,r1,Propionyl CoA,FALSE,FALSE,1127.2279953372595,1.962644440253035e-6
negative,am6,e,r1,Butyryl CoA,FALSE,FALSE,14543.532171968096,2.5322102251740304e-5
negative,am6,e,r1,Itaconic acid,FALSE,FALSE,438856.9992766758,7.64104735917951e-4
negative,am6,e,r1,NegIS_Alanine-2H4-15N,TRUE,FALSE,66780424.33174003,0.11627304243203601
negative,am6,e,r1,NegIS_Glucose-2H7-13C6,TRUE,FALSE,12471012.266902216,0.021713586773224096
negative,am6,e,r1,NegIS_Glutamine-2H5-15N2,TRUE,FALSE,16854570.62691199,0.029345908255111904
negative,am6,e,r1,NegIS_Glycine-13C2_15N1,TRUE,FALSE,2336280.2111233207,0.004067755047072338
negative,am6,e,r1,NegIS_Inosine-15N4,TRUE,FALSE,1331915.8218345398,0.0023190314589609674
negative,am6,e,r1,NegIS_Lysine-2H8,TRUE,FALSE,140529.71618740805,2.446797518394074e-4
negative,am6,e,r1,NegIS_Malate-2H3,TRUE,FALSE,12494072.476508511,0.021753737472427877
negative,am6,e,r1,NegIS_Serine-13C3-15N1,TRUE,FALSE,561496.3002179471,9.77635044910046e-4
negative,am6,e,r1,NegIS_Thymine-2H4,TRUE,FALSE,2794818.6500523486,0.004866127622566352
negative,am6,e,r2,GTP,FALSE,FALSE,2393.21473915176,2.9133117149528206e-6
negative,am6,e,r2,CTP,FALSE,FALSE,4104.286142793218,4.996235693231612e-6
negative,am6,e,r2,UTP,FALSE,FALSE,12737.015351051503,1.5505042413746897e-5
negative,am6,e,r2,Fructose-1 6-bisphosphate,FALSE,FALSE,53433.82666400132,6.504614510696528e-5
negative,am6,e,r2,Thiamine pyrophosphate,FALSE,FALSE,7789.2073302797535,9.48196941722972e-6
negative,am6,e,r2,ATP,FALSE,FALSE,70014.46321607928,8.523011018051506e-5
negative,am6,e,r2,Glutathione disulfide,FALSE,FALSE,109055.97755686606,1.3275618430908496e-4
negative,am6,e,r2,Lysine,FALSE,FALSE,18475.260649061187,2.249033168866159e-5
negative,am6,e,r2,"NADP+",FALSE,FALSE,42180.885866288474,5.134769852909281e-5
negative,am6,e,r2,Pyridoxamine 5-phosphate,FALSE,TRUE,1270.4616896476005,1.546560307898222e-6
negative,am6,e,r2,Arginine,FALSE,FALSE,13224.044241770789,1.6097913145169798e-5
negative,am6,e,r2,Ornithine,FALSE,FALSE,4806.377172641798,5.8509061867562034e-6
negative,am6,e,r2,"NADPH",FALSE,FALSE,11030.306446001792,1.3427428998722578e-5
negative,am6,e,r2,Glucose-6-phosphate,FALSE,FALSE,185739.13016828484,2.2610423335275035e-4
negative,am6,e,r2,ADP,FALSE,FALSE,232252.77956475713,2.827262980070822e-4
negative,am6,e,r2,Isocitrate,FALSE,FALSE,596889082.4595847,0.7266059029342617
negative,am6,e,r2,GMP,FALSE,FALSE,60106.30216563201,7.316869287864007e-5
negative,am6,e,r2,CMP,FALSE,FALSE,22125.937352782796,2.693437886690483e-5
negative,am6,e,r2,Aconitate,FALSE,FALSE,15916248.359800296,0.01937519105416325
negative,am6,e,r2,UDP-D-Glucose,FALSE,FALSE,725091.1282857695,8.826690074589821e-4
negative,am6,e,r2,UMP,FALSE,FALSE,133726.22354433005,1.627878047358924e-4
negative,am6,e,r2,"NAD+",FALSE,FALSE,215271.29042186294,2.620543664632908e-4
negative,am6,e,r2,ADP-D-Glucose,FALSE,TRUE,330.46104054757996,4.022773238911237e-7
negative,am6,e,r2,Dihydroxyacetone phosphate,FALSE,FALSE,20668.07169642458,2.5159687684365508e-5
negative,am6,e,r2,UDP-N-acetyl-glucosamine,FALSE,FALSE,319321.36865546514,3.887167619853704e-4
negative,am6,e,r2,5-Aminoimidazole-4-carboxamide ribonucleotide,FALSE,FALSE,2459.9406243490507,2.9945385684631598e-6
negative,am6,e,r2,Glycerol-3-phosphate,FALSE,FALSE,82538.21341576336,1.0047554034396714e-4
negative,am6,e,r2,AMP,FALSE,FALSE,199674.86067644486,2.4306849747901833e-4
negative,am6,e,r2,Deoxyribose phosphate,FALSE,FALSE,9988.92378344528,1.2159731511764111e-5
negative,am6,e,r2,N-carbomoyl-L-aspartate,FALSE,FALSE,740349.5661066101,9.012434316124494e-4
negative,am6,e,r2,Tartaric acid,FALSE,FALSE,111594.31883595992,1.3584616167883554e-4
negative,am6,e,r2,Malate,FALSE,FALSE,5029127.36790343,0.006122064784748855
negative,am6,e,r2,Aminoadipic acid,FALSE,FALSE,11545.126487076805,1.4054130494505577e-5
negative,am6,e,r2,Galacturonic acid,FALSE,FALSE,38358.591180398726,4.6694737094319375e-5
negative,am6,e,r2,"NADH",FALSE,FALSE,5334.182993203886,6.4934155508798845e-6
negative,am6,e,r2,Glutathione,FALSE,FALSE,26927.194805574585,3.277905270870163e-5
negative,am6,e,r2,Aspartate,FALSE,FALSE,137764.97049195698,1.6770425815888188e-4
negative,am6,e,r2,Glutamate,FALSE,FALSE,4188609.7935212627,0.005098884684772035
negative,am6,e,r2,Malonic acid,FALSE,FALSE,4721640.440764707,0.005747754342658902
negative,am6,e,r2,2-Hydroxyglutarate,FALSE,FALSE,7353198.764736672,0.008951206823703888
negative,am6,e,r2,N-Acetylaspartate,FALSE,FALSE,183070.72766174405,2.2285592965674765e-4
negative,am6,e,r2,FAD,FALSE,FALSE,6823.4224736318665,8.306298763457309e-6
negative,am6,e,r2,Glucuronic acid,FALSE,FALSE,12697.7189582955,1.545720607064798e-5
negative,am6,e,r2,Succinate,FALSE,FALSE,7062824.190396805,0.00859772761629745
negative,am6,e,r2,N-acetyl-glutamate,FALSE,FALSE,253195.73387970592,3.0822060620822896e-4
negative,am6,e,r2,Inositol,FALSE,FALSE,21316.038359028917,2.594847142290005e-5
negative,am6,e,r2,Glycerophosphocholine (+HAc),FALSE,FALSE,42894.3239131998,5.221618199025372e-5
negative,am6,e,r2,Acetyllysine,FALSE,FALSE,4232.6747023869175,5.152525844972369e-6
negative,am6,e,r2,N-acetyl-L-ornithine,FALSE,FALSE,2181.8256882150895,2.655983282016277e-6
negative,am6,e,r2,Fumarate,FALSE,FALSE,673661.824517474,8.20063011135749e-4
negative,am6,e,r2,a-ketoglutarate,FALSE,FALSE,143936.34634963813,1.7521680656894722e-4
negative,am6,e,r2,Asparagine,FALSE,FALSE,19170.740120162987,2.333695378968885e-5
negative,am6,e,r2,Serine,FALSE,FALSE,45481.44380349141,5.536553861131708e-5
negative,am6,e,r2,S-adenosyl-L-homocysteine,FALSE,FALSE,1856.6387141667105,2.260126192576412e-6
negative,am6,e,r2,Glutamine,FALSE,FALSE,293403.5158815982,3.5716640301537207e-4
negative,am6,e,r2,Histidine,FALSE,FALSE,10587.1624828267,1.288798033237089e-5
negative,am6,e,r2,Methionine sulfoxide,FALSE,FALSE,3583.3405207939168,4.362077396194772e-6
negative,am6,e,r2,Glycine,FALSE,FALSE,21186.91518179669,2.579128700532626e-5
negative,am6,e,r2,Threonine,FALSE,FALSE,30509.506861674574,3.713987813273018e-5
negative,am6,e,r2,Alanine,FALSE,FALSE,188716.89711512192,2.2972913302794393e-4
negative,am6,e,r2,Threonic acid,FALSE,FALSE,235737.67002017918,2.8696853002371553e-4
negative,am6,e,r2,Glucose,FALSE,FALSE,3265613.02377423,0.0039753008883924796
negative,am6,e,r2,Thiamine,FALSE,FALSE,18770225.453460786,0.022849398681730793
negative,am6,e,r2,Proline,FALSE,FALSE,22451.2825521687,2.733042856744719e-5
negative,am6,e,r2,Sorbitol,FALSE,FALSE,944652.2353604863,0.0011499454598911186
negative,am6,e,r2,Pipecolic acid,FALSE,FALSE,5187.4855016963,6.314837542993003e-6
negative,am6,e,r2,Pyridoxamine,FALSE,FALSE,4962.150017437573,6.040531817164909e-6
negative,am6,e,r2,Valine,FALSE,FALSE,132445.44594609397,1.6122868665085471e-4
negative,am6,e,r2,Tyrosine,FALSE,FALSE,32881.32727483072,4.002714607503824e-5
negative,am6,e,r2,Glycerate,FALSE,FALSE,170410.6098247311,2.0744449623881476e-4
negative,am6,e,r2,Acetyl glycine,FALSE,FALSE,18128.50982186979,2.2068224457538516e-5
negative,am6,e,r2,Methionine,FALSE,FALSE,8992.522323985822,1.0946790609658441e-5
negative,am6,e,r2,Pantothenate,FALSE,FALSE,14045.798834029401,1.709825266392599e-5
negative,am6,e,r2,Isoleucine,FALSE,FALSE,102388.94952756999,1.2464026786251014e-4
negative,am6,e,r2,D-Xylose,FALSE,FALSE,19940.16733293938,2.4273594065262057e-5
negative,am6,e,r2,Xanthine,FALSE,FALSE,27621.453681215597,3.362418895265265e-5
negative,am6,e,r2,Lactate,FALSE,FALSE,6370758.4309520535,0.007755261099806443
negative,am6,e,r2,N-Acetyl-L-alanine,FALSE,FALSE,45037.47480819932,5.4825085615645356e-5
negative,am6,e,r2,Leucine,FALSE,FALSE,147824.3158524121,1.7994971536919362e-4
negative,am6,e,r2,Pterin,FALSE,FALSE,2694.7583270496,3.2803872025052047e-6
negative,am6,e,r2,Phenylalanine,FALSE,FALSE,66439.94940875751,8.087877773225256e-5
negative,am6,e,r2,Guanine,FALSE,FALSE,4442.074634794671,5.407432881191801e-6
negative,am6,e,r2,Tryptophan,FALSE,FALSE,13391.570968782908,1.6301847028906906e-5
negative,am6,e,r2,Acetylcholine,FALSE,FALSE,1237.4012521334,1.5063151270810073e-6
negative,am6,e,r2,2-Hydroxybutyric acid,FALSE,FALSE,1156777.463585431,0.0014081700572558366
negative,am6,e,r2,Nicotinate,FALSE,FALSE,64252.52932467982,7.821598427196937e-5
negative,am6,e,r2,5-Methylcytosine,FALSE,FALSE,2287.3054792967796,2.7843860977025874e-6
negative,am6,e,r2,Creatinine,FALSE,FALSE,18037.225103926205,2.1957101609333316e-5
negative,am6,e,r2,Hypoxanthine,FALSE,FALSE,4170.390428450221,5.0767058602678535e-6
negative,am6,e,r2,Acetyl-Methionine,FALSE,FALSE,1177.2869256828005,1.4331366660678921e-6
negative,am6,e,r2,Uridine,FALSE,FALSE,4666.302541690714,5.680390329302424e-6
negative,am6,e,r2,Hydroxyphenyllactic acid,FALSE,FALSE,10362.154751052905,1.261407358668375e-5
negative,am6,e,r2,2-Hydroxy-3-methylbutyric acid,FALSE,FALSE,1583316.8755788498,0.001927405646741614
negative,am6,e,r2,Pyruvate,FALSE,FALSE,738510.4112922405,8.990045889466993e-4
negative,am6,e,r2,Adenine,FALSE,FALSE,52963.26451019468,6.447331968813796e-5
negative,am6,e,r2,Acetyl leucine,FALSE,FALSE,33848.95432647978,4.120505927236112e-5
negative,am6,e,r2,Phenylethanolamine,FALSE,FALSE,1033954.8305953593,0.0012586554275414337
negative,am6,e,r2,1-Methyladenosine,FALSE,FALSE,22202.913979489887,2.7028084168269806e-5
negative,am6,e,r2,3 4-Dimethoxyphenylacetic acid,FALSE,FALSE,371932.2088299367,4.527610679585667e-4
negative,am6,e,r2,Hydroxy-methoxycinnamic acid,FALSE,FALSE,216483.28520551312,2.635297537504848e-4
negative,am6,e,r2,4-Hydroxy-3-methylbenzoic acid,FALSE,FALSE,324456.41375958116,3.949677627058217e-4
negative,am6,e,r2,Phenylacetylglycine,FALSE,FALSE,14280.639140349607,1.7384128813839832e-5
negative,am6,e,r2,Leucic acid,FALSE,FALSE,492498.7858448686,5.995293522680045e-4
negative,am6,e,r2,Phenylpropanolamine,FALSE,FALSE,32942.86562931911,4.0102058035973884e-5
negative,am6,e,r2,Acetyl-Phenylalanine,FALSE,FALSE,16931.478634425515,2.0611052677466108e-5
negative,am6,e,r2,2-hydroxy pyridine,FALSE,FALSE,63351.54904555918,7.711920162260547e-5
negative,am6,e,r2,Phenyllactic acid,FALSE,FALSE,106698.804289241,1.2988674665169377e-4
negative,am6,e,r2,Hydroxyoctanoic acid,FALSE,FALSE,448511.6560344167,5.459828741824817e-4
negative,am6,e,r2,Cresol,FALSE,FALSE,25264.958522179986,3.075557677141507e-5
negative,am6,e,r2,Hydroxyphenyl pyruvate,FALSE,FALSE,78526.74903704965,9.559229857822206e-5
negative,am6,e,r2,3-Phenylbutyric acid,FALSE,FALSE,124728.63800954302,1.5183485057095367e-4
negative,am6,e,r2,Pyridoxic acid,FALSE,FALSE,21764.912339784514,2.649489536274938e-5
negative,am6,e,r2,2 3-dihydroxybenzoic acid,FALSE,FALSE,178524.83460191212,2.1732211637644626e-4
negative,am6,e,r2,5- Methylthioadenosine,FALSE,FALSE,5023.790088214327,6.115567599523531e-6
negative,am6,e,r2,Methylphenyllactate,FALSE,FALSE,367859.6807727472,4.478034920651935e-4
negative,am6,e,r2,Phenyl-pyruvate,FALSE,FALSE,341657.4518601042,4.159069559122638e-4
negative,am6,e,r2,Undecanoic acid,FALSE,FALSE,174674.059355267,2.1263448494322277e-4
negative,am6,e,r2,6-Phosphogluconate,FALSE,FALSE,20097.11556595681,2.4464650521003626e-5
negative,am6,e,r2,CDP,FALSE,FALSE,29897.717292314883,3.639513354698805e-5
negative,am6,e,r2,Carbamoyl phosphate,FALSE,FALSE,2212655.8952323114,0.0026935135553378966
negative,am6,e,r2,Citrulline,FALSE,FALSE,18461.7097790829,2.2473835923526223e-5
negative,am6,e,r2,Cytosine,FALSE,FALSE,51648.34414448258,6.287263887876902e-5
negative,am6,e,r2,N-acetyl-glutamine,FALSE,FALSE,38881.22077206172,4.733094532380424e-5
negative,am6,e,r2,Orotate,FALSE,FALSE,29543.597685118675,3.5964056141663e-5
negative,am6,e,r2,Phosphoenolpyruvate,FALSE,FALSE,489034.67941771174,5.953124210954778e-4
