charge,line,phase,repl,compound,is_standard,was_imputed,peak_area,n_peak_area
positive,ap3,e,r1,Fructose-6-phosphate,FALSE,FALSE,154484.9500156591,2.380431392260055e-4
positive,ap3,e,r1,S-adenosyl-L-methionine,FALSE,FALSE,472621.79681266606,7.282546045327946e-4
positive,ap3,e,r1,D-Glyceraldehyde-3-phosphate,FALSE,FALSE,51690.73200919889,7.964933875508671e-5
positive,ap3,e,r1,Aconitate,FALSE,FALSE,2085673.0334075394,0.003213776851538168
positive,ap3,e,r1,Cystathionine,FALSE,FALSE,45582.5527411628,7.023735287703755e-5
positive,ap3,e,r1,UMP,FALSE,FALSE,2590384.871224109,0.003991478435195377
positive,ap3,e,r1,Xanthosine-5-phosphate,FALSE,FALSE,57618.714699171345,8.878366289899478e-5
positive,ap3,e,r1,"NAD+",FALSE,FALSE,12187861.216698805,0.018780060738471854
positive,ap3,e,r1,ADP-D-Glucose,FALSE,FALSE,2044.7252552479094,3.1506811412022395e-6
positive,ap3,e,r1,UDP-N-acetyl-glucosamine,FALSE,FALSE,2337880.945463381,0.0036023995822140253
positive,ap3,e,r1,Glycerol-3-phosphate,FALSE,FALSE,714687.8557899791,0.0011012499323830882
positive,ap3,e,r1,Coenzyme A,FALSE,FALSE,917480.3600034658,0.0014137293312474317
positive,ap3,e,r1,Malonyl-CoA,FALSE,FALSE,40485.80853600102,6.238386947748514e-5
positive,ap3,e,r1,Acetyl CoA,FALSE,FALSE,878537.3240714647,0.00135372269290949
positive,ap3,e,r1,Cystine,FALSE,FALSE,1122.5931504654595,1.7297840183352662e-6
positive,ap3,e,r1,AMP,FALSE,FALSE,27556950.18897071,0.04246201930875685
positive,ap3,e,r1,N-carbomoyl-L-aspartate,FALSE,FALSE,2684020.0298888786,0.00413575920240427
positive,ap3,e,r1,"NADH",FALSE,FALSE,137576.3554141709,2.1198898354009461e-4
positive,ap3,e,r1,Glutathione,FALSE,FALSE,29736508.980880637,0.045820463072381
positive,ap3,e,r1,Aspartate,FALSE,FALSE,5873337.807073794,0.009050122806065654
positive,ap3,e,r1,Glutamate,FALSE,FALSE,214867194.07291278,0.33108507585117536
positive,ap3,e,r1,N-Acetylaspartate,FALSE,FALSE,34915.23533460602,5.380027132106981e-5
positive,ap3,e,r1,FAD,FALSE,FALSE,158965.65628763504,2.449473806218353e-4
positive,ap3,e,r1,N-acetyl-glutamate,FALSE,FALSE,18275669.65925031,0.028160657570232155
positive,ap3,e,r1,Glycerophosphocholine,FALSE,FALSE,802069.8402384163,0.0012358952935512509
positive,ap3,e,r1,Acetyllysine,FALSE,FALSE,9398307.124306684,0.014481685957456214
positive,ap3,e,r1,N-acetyl-L-ornithine,FALSE,FALSE,3285631.4127994073,0.005062771588838059
positive,ap3,e,r1,4-Aminobutyrate,FALSE,FALSE,377813.8403201083,5.821666938023098e-4
positive,ap3,e,r1,Asparagine,FALSE,FALSE,1036945.7780910702,0.0015978114903680324
positive,ap3,e,r1,Homocitrulline,FALSE,FALSE,3287.248664145747,5.0652635829602125e-6
positive,ap3,e,r1,Serine,FALSE,FALSE,836597.0858451072,0.0012890977183325058
positive,ap3,e,r1,Glutamine,FALSE,FALSE,11587773.198434887,0.017855395677797814
positive,ap3,e,r1,Histidine,FALSE,FALSE,549872.2251298951,8.472884292602049e-4
positive,ap3,e,r1,Acetyl-arginine,FALSE,FALSE,1067905.206749701,0.0016455163288380387
positive,ap3,e,r1,Carnitine,FALSE,FALSE,536621.9646084193,8.26871336140294e-4
positive,ap3,e,r1,Threonine,FALSE,FALSE,3763181.9930997873,0.005798620869058432
positive,ap3,e,r1,4-Guanidinobutanoic acid,FALSE,FALSE,217662.6703218431,3.353925759789202e-4
positive,ap3,e,r1,Alanine,FALSE,TRUE,11066.845178526828,1.7052706864698985e-5
positive,ap3,e,r1,Thiamine,FALSE,FALSE,46923407.29084664,0.07230345204216566
positive,ap3,e,r1,Proline,FALSE,FALSE,10097575.263839288,0.015559175920576873
positive,ap3,e,r1,N-Acetylputrescine,FALSE,FALSE,5057112.723238376,0.007792415946908837
positive,ap3,e,r1,Pipecolic acid,FALSE,FALSE,120472.31646985306,1.8563367110780547e-4
positive,ap3,e,r1,Dimethylglycine,FALSE,FALSE,435343.06381717767,6.708124612837944e-4
positive,ap3,e,r1,Pyridoxamine,FALSE,FALSE,1032935.2394693502,0.00159163172202552
positive,ap3,e,r1,Methylnicotinamide,FALSE,FALSE,62426.156098381536,9.619136469905397e-5
positive,ap3,e,r1,Valine,FALSE,FALSE,8089092.627734333,0.012464340393032708
positive,ap3,e,r1,Tyrosine,FALSE,FALSE,1556065.3417823412,0.002397713685126672
positive,ap3,e,r1,Xanthosine,FALSE,TRUE,522.1677870651423,8.045991484807004e-7
positive,ap3,e,r1,Betaine,FALSE,FALSE,10005354.523600614,0.015417074605814918
positive,ap3,e,r1,1-Methylimidazole acetic acid,FALSE,FALSE,364378.36651771603,5.614642087991686e-4
positive,ap3,e,r1,Homocysteine,FALSE,FALSE,54032.00746476309,8.325696887814276e-5
positive,ap3,e,r1,Urocanic acid,FALSE,FALSE,4098840.1216880977,0.006315830568953396
positive,ap3,e,r1,Cyclic AMP,FALSE,FALSE,131219.82582444296,2.0219431902443498e-4
positive,ap3,e,r1,Methionine,FALSE,FALSE,3062174.7142247306,0.004718451096748677
positive,ap3,e,r1,Pantothenate,FALSE,FALSE,219836.29566257502,3.3874187699210355e-4
positive,ap3,e,r1,Isoleucine,FALSE,FALSE,5991902.355217494,0.009232816830552689
positive,ap3,e,r1,Acetyl proline,FALSE,FALSE,70780.96173402086,1.0906513758715159e-4
positive,ap3,e,r1,Leucine,FALSE,FALSE,2785709.4438037686,0.004292450629704466
positive,ap3,e,r1,Pterin,FALSE,FALSE,290503.71802228515,4.4763206375664135e-4
positive,ap3,e,r1,Phenylalanine,FALSE,FALSE,5039081.300181407,0.007764631644627235
positive,ap3,e,r1,Guanine,FALSE,FALSE,196615.82295040516,3.029618594683484e-4
positive,ap3,e,r1,Tryptophan,FALSE,FALSE,647534.9773236468,9.97775244417899e-4
positive,ap3,e,r1,Nicotinate,FALSE,FALSE,272983.37745102675,4.2063527947785984e-4
positive,ap3,e,r1,1 3-Dimethyluric acid,FALSE,FALSE,27781.173275968908,4.2807520715273063e-5
positive,ap3,e,r1,5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),FALSE,FALSE,144573.48878032088,2.2277074313475117e-4
positive,ap3,e,r1,N-Acetyltyrosine,FALSE,FALSE,59738.521077595746,9.205003522083134e-5
positive,ap3,e,r1,Deoxyinosine,FALSE,FALSE,5147.155950897478,7.931161970879728e-6
positive,ap3,e,r1,Hydroxyindoleacetic acid,FALSE,FALSE,24986.728604210806,3.85016101266283e-5
positive,ap3,e,r1,5-Methylcytosine,FALSE,FALSE,8337.073049947543,1.2846449059049943e-5
positive,ap3,e,r1,Creatinine,FALSE,FALSE,347892.78444210475,5.36061865665752e-4
positive,ap3,e,r1,Hypoxanthine,FALSE,FALSE,77655.92473802566,1.196586470220193e-4
positive,ap3,e,r1,Acetyl-Methionine,FALSE,FALSE,8193.631114732538,1.262542190687899e-5
positive,ap3,e,r1,Uridine,FALSE,FALSE,11301.643245262809,1.741450307128328e-5
positive,ap3,e,r1,Hydroxyphenyllactic acid,FALSE,FALSE,39572.608609467905,6.097673579080002e-5
positive,ap3,e,r1,Adenosine,FALSE,FALSE,214261.73168817893,3.3015212952384245e-4
positive,ap3,e,r1,Hydroxymandelic acid,FALSE,FALSE,68808.09862938755,1.0602518756844443e-4
positive,ap3,e,r1,Adenine,FALSE,FALSE,768366.34100496,0.0011839621650515492
positive,ap3,e,r1,Phenylethanolamine,FALSE,FALSE,7152782.925378769,0.011021597259711998
positive,ap3,e,r1,Tryptamine,FALSE,FALSE,73905.86876440098,1.1388025180524013e-4
positive,ap3,e,r1,Leucic acid,FALSE,FALSE,184915.90244210887,2.8493365797553464e-4
positive,ap3,e,r1,Acetyl-Phenylalanine,FALSE,FALSE,90073.36552501208,1.3879246287778823e-4
positive,ap3,e,r1,2 2-dimethylsuccinic acid,FALSE,FALSE,14699.409967367603,2.2650061983691873e-5
positive,ap3,e,r1,Mandelic acid,FALSE,FALSE,142746.50537082512,2.1995557656955426e-4
positive,ap3,e,r1,Hydroquinone,FALSE,FALSE,550852.741114215,8.487992890749967e-4
positive,ap3,e,r1,Phenylacetylglycine,FALSE,FALSE,54931.36204439981,8.464276851359145e-5
positive,ap3,e,r1,Deoxyadenosine,FALSE,FALSE,107114.11683334695,1.650502565061936e-4
positive,ap3,e,r1,Phenyllactic acid,FALSE,FALSE,134298.89543851794,2.0693880317486854e-4
positive,ap3,e,r1,Thymidine,FALSE,FALSE,12198.258874561789,1.879608230638544e-5
positive,ap3,e,r1,5- Methylthioadenosine,FALSE,FALSE,5906674.879930618,0.009101491314613833
positive,ap3,e,r1,3-Phenylbutyric acid,FALSE,FALSE,420669.35856930376,6.48202007249748e-4
positive,ap3,e,r1,Dihydroxybenzeneacetic acid,FALSE,FALSE,50984.581668680206,7.856124412965206e-5
positive,ap3,e,r1,Androstenedione,FALSE,FALSE,19126.325513637592,2.9471418197457027e-5
positive,ap3,e,r1,11a-Hydroxyprogesterone,FALSE,FALSE,15108.426551140701,2.32803084354464e-5
positive,ap3,e,r1,Indole,FALSE,FALSE,287499.34363116714,4.43002676159989e-4
positive,ap3,e,r1,Tetrahydrocortisone,FALSE,FALSE,280399.72081406304,4.32062992375046e-4
positive,ap3,e,r1,3-Cresotinic acid,FALSE,FALSE,112131.95856194008,1.727821604689581e-4
positive,ap3,e,r1,Spermine,FALSE,FALSE,146054.2914564039,2.250524859035668e-4
positive,ap3,e,r1,3-Phosphoglycerate,FALSE,FALSE,6993991.103021683,0.010776917736732786
positive,ap3,e,r1,3-Phosphoserine,FALSE,FALSE,195635.69286630608,3.014515942804117e-4
positive,ap3,e,r1,CDP,FALSE,FALSE,348484.34124186006,5.369733851220483e-4
positive,ap3,e,r1,Citrulline,FALSE,FALSE,8423928.835916312,0.012980283610246368
positive,ap3,e,r1,Cytosine,FALSE,FALSE,265125.6865955921,4.0852750200111835e-4
positive,ap3,e,r1,D-sedoheptulose-1 7-phosphate,FALSE,FALSE,63330.0285342455,9.758412581961042e-5
positive,ap3,e,r1,Dihydroorotate,FALSE,FALSE,218383.34368769312,3.3650304887835876e-4
positive,ap3,e,r1,GDP,FALSE,FALSE,204702.84207037516,3.154230048297785e-4
positive,ap3,e,r1,Guanidinoacetate,FALSE,FALSE,45087.72512567337,6.94748817175176e-5
positive,ap3,e,r1,IMP,FALSE,FALSE,1745389.6271479786,0.0026894401427239216
positive,ap3,e,r1,Guanosine,FALSE,FALSE,97025.24503128565,1.4950449159661523e-4
positive,ap3,e,r1,Inosine,FALSE,FALSE,12068.3516836276,1.8595910603349825e-5
positive,ap3,e,r1,L-Octanoylcarnitine,FALSE,FALSE,994091.6716719489,0.0015317783523846951
positive,ap3,e,r1,L-Palmitoylcarnitine,FALSE,FALSE,478251.8174722511,7.369298042307524e-4
positive,ap3,e,r1,Mannose-6-phosphate,FALSE,FALSE,448733.27434749383,6.914452009080133e-4
positive,ap3,e,r1,N-acetyl-glutamine,FALSE,FALSE,22202392.63576111,0.034211275860912035
positive,ap3,e,r1,O-Butanoylcarnitine,FALSE,FALSE,2261750.12662907,0.003485090944024165
positive,ap3,e,r1,O-Decanoyl-L-carnitine,FALSE,FALSE,202497.68585805813,3.1202511845178203e-4
positive,ap3,e,r1,O-Propanoylcarnitine,FALSE,FALSE,10320228.395798514,0.015902258211018136
positive,ap3,e,r1,Phosphoenolpyruvate,FALSE,FALSE,1010216.7664694297,0.0015566252270188922
positive,ap3,e,r1,Ribulose-5-phosphate,FALSE,FALSE,171353.40158212697,2.6403543921611343e-4
positive,ap3,e,r1,UDP,FALSE,FALSE,1553469.2121745509,0.002393713354728058
positive,ap3,e,r1,Xylose-5-phosphate,FALSE,FALSE,69189.49040477129,1.0661286743938412e-4
positive,ap3,e,r1,PosIS_Alanine-2H4-15N,TRUE,FALSE,15307268.69834231,0.02358670079875113
positive,ap3,e,r1,PosIS_Glutamine-2H5-15N2,TRUE,FALSE,56045862.58489813,0.08636008277172733
positive,ap3,e,r1,PosIS_Inosine-15N4,TRUE,FALSE,3301642.036414729,0.005087442076843336
positive,ap3,e,r1,PosIS_Lysine-2H8,TRUE,FALSE,3143655.89841816,0.0048440040187083255
positive,ap3,e,r1,PosIS_Serine-13C3-15N1,TRUE,FALSE,830238.438510273,0.0012792997906207022
positive,ap3,e,r2,GTP,FALSE,FALSE,70696.73229325126,1.0584728327892952e-4
positive,ap3,e,r2,CTP,FALSE,FALSE,86612.61613876998,1.2967657512007413e-4
positive,ap3,e,r2,UTP,FALSE,FALSE,74718.98524358116,1.1186940811614382e-4
positive,ap3,e,r2,Fructose-1 6-bisphosphate,FALSE,FALSE,157752.0782091489,2.3618671427105817e-4
positive,ap3,e,r2,Thiamine pyrophosphate,FALSE,FALSE,1593366.8765330606,0.0023855919457221888
positive,ap3,e,r2,ATP,FALSE,FALSE,633455.8709516351,9.484113457917109e-4
positive,ap3,e,r2,Glutathione disulfide,FALSE,FALSE,6196555.47461355,0.009277494749748616
positive,ap3,e,r2,Lysine,FALSE,FALSE,1939080.7895166015,0.0029031954797759008
positive,ap3,e,r2,"NADP+",FALSE,FALSE,1062897.41885814,0.0015913720555519976
positive,ap3,e,r2,Pyridoxamine 5-phosphate,FALSE,FALSE,69338.05317897905,1.038130663013046e-4
positive,ap3,e,r2,Arginine,FALSE,FALSE,3295916.4947256898,0.004934652501813428
positive,ap3,e,r2,Ornithine,FALSE,FALSE,178022.72265896894,2.6653596204713085e-4
positive,ap3,e,r2,"NADPH",FALSE,FALSE,173603.69650423512,2.599197876067493e-4
positive,ap3,e,r2,Glucose-6-phosphate,FALSE,FALSE,995310.2289503007,0.001490180385100706
positive,ap3,e,r2,Phosphocholine,FALSE,FALSE,87077.00697565237,1.3037186197236792e-4
positive,ap3,e,r2,ADP,FALSE,FALSE,5837687.70840786,0.008740197241404282
positive,ap3,e,r2,L-arginino-succinate,FALSE,FALSE,957918.1691990009,0.001434196921473826
positive,ap3,e,r2,GMP,FALSE,FALSE,2101416.221440602,0.003146244400025746
positive,ap3,e,r2,Nicotinamide ribotide,FALSE,FALSE,54957.942247080435,8.228313661406778e-5
positive,ap3,e,r2,CMP,FALSE,FALSE,4994995.055566133,0.007478516184174913
positive,ap3,e,r2,Fructose-6-phosphate,FALSE,FALSE,182055.22070512915,2.725734258614859e-4
positive,ap3,e,r2,S-adenosyl-L-methionine,FALSE,FALSE,294086.0706779968,4.4030622946363143e-4
positive,ap3,e,r2,D-Glyceraldehyde-3-phosphate,FALSE,FALSE,59819.03720501745,8.956117731507558e-5
positive,ap3,e,r2,Aconitate,FALSE,FALSE,2014974.7597783415,0.0030168240777164014
positive,ap3,e,r2,Cystathionine,FALSE,FALSE,38604.00265432898,5.7797986867398255e-5
positive,ap3,e,r2,UMP,FALSE,FALSE,2789411.9403045992,0.004176312910791129
positive,ap3,e,r2,Xanthosine-5-phosphate,FALSE,FALSE,32152.29283200602,4.813847453853691e-5
positive,ap3,e,r2,"NAD+",FALSE,FALSE,8829468.146685546,0.01321949665577011
positive,ap3,e,r2,ADP-D-Glucose,FALSE,FALSE,2125.4844065913794,3.1822793330279782e-6
positive,ap3,e,r2,UDP-N-acetyl-glucosamine,FALSE,FALSE,2472969.493630512,0.0037025346722771675
positive,ap3,e,r2,Glycerol-3-phosphate,FALSE,FALSE,919818.1025072096,0.0013771534284967525
positive,ap3,e,r2,Coenzyme A,FALSE,FALSE,674337.8163694883,0.0010096198729367528
positive,ap3,e,r2,Malonyl-CoA,FALSE,FALSE,24056.83528425052,3.6017939960284233e-05
positive,ap3,e,r2,Acetyl CoA,FALSE,FALSE,976565.1878581486,0.0014621152735998508
positive,ap3,e,r2,Cystine,FALSE,FALSE,867.3677536924863,1.2986246655824776e-6
positive,ap3,e,r2,AMP,FALSE,FALSE,28713795.0553391,0.04299034906774233
positive,ap3,e,r2,N-carbomoyl-L-aspartate,FALSE,FALSE,1098992.7327518908,0.0016454140287920878
positive,ap3,e,r2,"NADH",FALSE,FALSE,173335.05781634108,2.595175812476314e-4
positive,ap3,e,r2,Glutathione,FALSE,FALSE,26942634.21922234,0.040338563664488375
positive,ap3,e,r2,Aspartate,FALSE,FALSE,3983467.944687573,0.005964055852325872
positive,ap3,e,r2,Glutamate,FALSE,FALSE,213602478.78009567,0.3198060412005295
positive,ap3,e,r2,N-Acetylaspartate,FALSE,FALSE,34696.10763542548,5.194707894460473e-5
positive,ap3,e,r2,FAD,FALSE,FALSE,168548.19023012693,2.5235067391003296e-4
positive,ap3,e,r2,N-acetyl-glutamate,FALSE,FALSE,9515402.335091379,0.014246478639176796
positive,ap3,e,r2,Glycerophosphocholine,FALSE,FALSE,4386440.612379503,0.006567387303826714
positive,ap3,e,r2,Acetyllysine,FALSE,FALSE,9614470.995395256,0.014394804427527974
positive,ap3,e,r2,N-acetyl-L-ornithine,FALSE,FALSE,1158416.7624971294,0.001734383800180238
positive,ap3,e,r2,4-Aminobutyrate,FALSE,FALSE,451930.5341568241,6.766312631377689e-4
positive,ap3,e,r2,Asparagine,FALSE,FALSE,998013.7350538841,0.0014942280796278774
positive,ap3,e,r2,Homocitrulline,FALSE,FALSE,7412.3409967650905,1.1097771166992301e-5
positive,ap3,e,r2,Serine,FALSE,FALSE,619512.9753858373,9.275360157897553e-4
positive,ap3,e,r2,Glutamine,FALSE,FALSE,12300744.564517913,0.01841669837103022
positive,ap3,e,r2,Histidine,FALSE,FALSE,486623.3746925652,7.285734505744555e-4
positive,ap3,e,r2,Acetyl-arginine,FALSE,FALSE,780228.2563535115,0.0011681592429182044
positive,ap3,e,r2,Carnitine,FALSE,FALSE,2528198.1141421692,0.003785223068908477
positive,ap3,e,r2,Threonine,FALSE,FALSE,3122732.8282655203,0.004675361583994825
positive,ap3,e,r2,4-Guanidinobutanoic acid,FALSE,FALSE,255001.26614848795,3.8178838510590245e-4
positive,ap3,e,r2,Alanine,FALSE,FALSE,1061448.2240861391,0.001589202318357893
positive,ap3,e,r2,Thiamine,FALSE,FALSE,45598275.75533883,0.06826982597846079
positive,ap3,e,r2,Proline,FALSE,FALSE,9317805.12460488,0.013950635716384633
positive,ap3,e,r2,N-Acetylputrescine,FALSE,FALSE,3534187.2077817176,0.005291391870718056
positive,ap3,e,r2,Pipecolic acid,FALSE,FALSE,118375.15153245594,1.7723150407389e-4
positive,ap3,e,r2,Dimethylglycine,FALSE,FALSE,259536.0760498281,3.885779111939288e-4
positive,ap3,e,r2,Pyridoxamine,FALSE,FALSE,980910.5059778141,0.001468621092228659
positive,ap3,e,r2,Methylnicotinamide,FALSE,FALSE,198356.07464925712,2.969790956731481e-4
positive,ap3,e,r2,Valine,FALSE,FALSE,8400520.62013271,0.012577275595728722
positive,ap3,e,r2,Tyrosine,FALSE,FALSE,1212697.7163657495,0.0018156533484947192
positive,ap3,e,r2,Xanthosine,FALSE,TRUE,34.11966161315042,5.108402285367159e-8
positive,ap3,e,r2,Betaine,FALSE,FALSE,13970515.777607309,0.02091668303608873
positive,ap3,e,r2,1-Methylimidazole acetic acid,FALSE,FALSE,472410.72622568597,7.072942460112593e-4
positive,ap3,e,r2,Homocysteine,FALSE,FALSE,23158.052384174116,3.4672280477240116e-5
positive,ap3,e,r2,Urocanic acid,FALSE,FALSE,1210900.5660349205,0.0018129626515701002
positive,ap3,e,r2,Cyclic AMP,FALSE,FALSE,106434.26100166392,1.5935357985282831e-4
positive,ap3,e,r2,Methionine,FALSE,FALSE,3677002.8994041,0.0055052157983237395
positive,ap3,e,r2,Pantothenate,FALSE,FALSE,209102.45310365804,3.130685941207892e-4
positive,ap3,e,r2,Isoleucine,FALSE,FALSE,6386880.083433427,0.009562449119367083
positive,ap3,e,r2,Acetyl proline,FALSE,FALSE,83080.44702601693,1.2438820474510638e-4
positive,ap3,e,r2,Leucine,FALSE,FALSE,1992995.7243532704,0.002983917023693238
positive,ap3,e,r2,Pterin,FALSE,FALSE,588435.6338897607,8.810069604545448e-4
positive,ap3,e,r2,Phenylalanine,FALSE,FALSE,3917356.3885087105,0.005865073503525814
positive,ap3,e,r2,Guanine,FALSE,FALSE,814098.6848049123,0.001218870113403747
positive,ap3,e,r2,Tryptophan,FALSE,FALSE,479791.3782440129,7.183445723789128e-4
positive,ap3,e,r2,Nicotinate,FALSE,FALSE,528602.1496832502,7.914241530611056e-4
positive,ap3,e,r2,1 3-Dimethyluric acid,FALSE,FALSE,11977.79176074939,1.7933172813379027e-5
positive,ap3,e,r2,5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),FALSE,FALSE,49844.600754577616,7.462743191736688e-5
positive,ap3,e,r2,N-Acetyltyrosine,FALSE,FALSE,50430.59190860234,7.550477899787575e-5
positive,ap3,e,r2,Deoxyinosine,FALSE,FALSE,4475.671620065341,6.700984139796582e-6
positive,ap3,e,r2,Hydroxyindoleacetic acid,FALSE,FALSE,29024.951363051798,4.345621288885752e-5
positive,ap3,e,r2,5-Methylcytosine,FALSE,FALSE,14390.148293066704,2.154495764364256e-5
positive,ap3,e,r2,Creatinine,FALSE,FALSE,574798.0893921212,8.605888026579015e-4
positive,ap3,e,r2,Hypoxanthine,FALSE,FALSE,1182778.8449822105,0.001770858756835472
positive,ap3,e,r2,Acetyl-Methionine,FALSE,FALSE,5209.05995925781,7.799014568840603e-6
positive,ap3,e,r2,Uridine,FALSE,FALSE,14335.41020963191,2.1463003680064223e-5
positive,ap3,e,r2,Hydroxyphenyllactic acid,FALSE,FALSE,54524.494432350126,8.16341777139296e-5
positive,ap3,e,r2,Adenosine,FALSE,FALSE,433237.870526946,6.486445712739593e-4
positive,ap3,e,r2,Hydroxymandelic acid,FALSE,FALSE,92462.87745971915,1.3843559759830804e-4
positive,ap3,e,r2,Adenine,FALSE,FALSE,1063790.6779047009,0.001592709444710956
positive,ap3,e,r2,Phenylethanolamine,FALSE,FALSE,12706197.30079941,0.0190237429859834
positive,ap3,e,r2,Tryptamine,FALSE,FALSE,64277.25911347554,9.623603571316225e-5
positive,ap3,e,r2,Leucic acid,FALSE,FALSE,250776.9629119172,3.754637501923297e-4
positive,ap3,e,r2,Acetyl-Phenylalanine,FALSE,FALSE,95344.57269086805,1.4275007722927219e-4
positive,ap3,e,r2,2 2-dimethylsuccinic acid,FALSE,FALSE,23668.437563718406,3.5436430147645026e-5
positive,ap3,e,r2,Mandelic acid,FALSE,FALSE,178888.23024318786,2.6783180166340727e-4
positive,ap3,e,r2,Hydroquinone,FALSE,FALSE,569444.6727277484,8.525736569530964e-4
positive,ap3,e,r2,Phenylacetylglycine,FALSE,FALSE,45922.7214159283,6.875558664420957e-5
positive,ap3,e,r2,Deoxyadenosine,FALSE,FALSE,77732.04432098594,1.1638056594985119e-4
positive,ap3,e,r2,Phenyllactic acid,FALSE,FALSE,139151.79040646495,2.0833832767302234e-4
positive,ap3,e,r2,Thymidine,FALSE,TRUE,909.5562548254059,1.3617893704518123e-6
positive,ap3,e,r2,5- Methylthioadenosine,FALSE,FALSE,4867373.738095763,0.00728744130271245
positive,ap3,e,r2,3-Phenylbutyric acid,FALSE,FALSE,486936.1853235858,7.290417912516025e-4
positive,ap3,e,r2,Dihydroxybenzeneacetic acid,FALSE,FALSE,59736.868703715125,8.94381544772183e-5
positive,ap3,e,r2,Androstenedione,FALSE,FALSE,42614.22587923259,6.380210077661546e-5
positive,ap3,e,r2,11a-Hydroxyprogesterone,FALSE,FALSE,32138.242414867724,4.8117438227030246e-5
positive,ap3,e,r2,Indole,FALSE,FALSE,354527.9152846349,5.307998752157786e-4
positive,ap3,e,r2,Tetrahydrocortisone,FALSE,FALSE,349105.8611994433,5.226819654327865e-4
positive,ap3,e,r2,3-Cresotinic acid,FALSE,FALSE,96508.68940921586,1.4449299501429207e-4
positive,ap3,e,r2,Spermine,FALSE,FALSE,114637.4667416011,1.716354352312184e-4
positive,ap3,e,r2,3-Phosphoglycerate,FALSE,FALSE,8922824.103784606,0.013359269373918542
positive,ap3,e,r2,3-Phosphoserine,FALSE,FALSE,301813.02582034806,4.518750415332398e-4
positive,ap3,e,r2,CDP,FALSE,FALSE,584734.5953817781,8.754657584969254e-4
positive,ap3,e,r2,Citrulline,FALSE,FALSE,4701779.940785987,0.007039513951553185
positive,ap3,e,r2,Cytosine,FALSE,FALSE,373661.39186725806,5.594465530784979e-4
positive,ap3,e,r2,D-sedoheptulose-1 7-phosphate,FALSE,FALSE,49032.03718171238,7.341086017650559e-5
positive,ap3,e,r2,Dihydroorotate,FALSE,FALSE,108800.23604944996,1.6289592223543082e-4
positive,ap3,e,r2,GDP,FALSE,FALSE,303349.3180706229,4.541751812389839e-4
positive,ap3,e,r2,Guanidinoacetate,FALSE,TRUE,2354.525576405952,3.525200212077076e-6
positive,ap3,e,r2,IMP,FALSE,FALSE,1617244.6728661305,0.0024213418282211328
positive,ap3,e,r2,Guanosine,FALSE,FALSE,96869.76057921126,1.4503359146301938e-4
positive,ap3,e,r2,Inosine,FALSE,FALSE,32859.525488756786,4.9197344629628156e-5
positive,ap3,e,r2,L-Octanoylcarnitine,FALSE,FALSE,1336481.2492656496,0.0020009822915323474
positive,ap3,e,r2,L-Palmitoylcarnitine,FALSE,FALSE,587082.289779308,8.789807310548781e-4
positive,ap3,e,r2,Mannose-6-phosphate,FALSE,FALSE,633906.3341236787,9.490857801174765e-4
positive,ap3,e,r2,N-acetyl-glutamine,FALSE,FALSE,26803385.89829539,0.04013008081113481
positive,ap3,e,r2,O-Butanoylcarnitine,FALSE,FALSE,2738174.4219864584,0.004099600000024144
positive,ap3,e,r2,O-Decanoyl-L-carnitine,FALSE,FALSE,217342.22958658982,3.254052032857816e-4
positive,ap3,e,r2,O-Propanoylcarnitine,FALSE,FALSE,12149313.549913619,0.01818997556532048
positive,ap3,e,r2,Phosphoenolpyruvate,FALSE,FALSE,1194205.0823303994,0.0017879661413237576
positive,ap3,e,r2,Ribulose-5-phosphate,FALSE,FALSE,166124.748220848,2.4872229188238593e-4
positive,ap3,e,r2,UDP,FALSE,FALSE,1548419.7054172992,0.00231829695485978
positive,ap3,e,r2,Xylose-5-phosphate,FALSE,FALSE,113016.77756364999,1.6920893628337292e-4
positive,ap3,e,r2,PosIS_Alanine-2H4-15N,TRUE,FALSE,42158204.86073155,0.06311934523246658
positive,ap3,e,r2,PosIS_Glutamine-2H5-15N2,TRUE,FALSE,55099341.56600747,0.08249483994575553
positive,ap3,e,r2,PosIS_Inosine-15N4,TRUE,FALSE,2810244.658094859,0.004207503695851305
positive,ap3,e,r2,PosIS_Lysine-2H8,TRUE,FALSE,2410605.18747944,0.00360916271341088
positive,ap3,e,r2,PosIS_Serine-13C3-15N1,TRUE,FALSE,751350.5983082968,0.0011249235578675153
positive,ap4,e,r1,GTP,FALSE,FALSE,48602.765687798696,1.1757903195093397e-4
positive,ap4,e,r1,CTP,FALSE,FALSE,48589.76579239588,1.1754758281228321e-4
positive,ap4,e,r1,UTP,FALSE,FALSE,33580.43219253219,8.123724347405017e-5
positive,ap4,e,r1,Fructose-1 6-bisphosphate,FALSE,FALSE,126733.91680585002,3.065926607777976e-4
positive,ap4,e,r1,Thiamine pyrophosphate,FALSE,FALSE,399916.51308871177,9.674716202820565e-4
positive,ap4,e,r1,ATP,FALSE,FALSE,542645.8468302327,0.0013127601374032698
positive,ap4,e,r1,Glutathione disulfide,FALSE,FALSE,5986548.558373931,0.014482562345162434
positive,ap4,e,r1,Lysine,FALSE,FALSE,2776182.0444312985,0.006716095116902822
positive,ap4,e,r1,"NADP+",FALSE,FALSE,560904.4320643696,0.0013569310142297788
